appno_norm,appl_type,appno_digits,appno,letter_date,letter_year,company_name,file_name,n_appnos_in_letter,has_prior_cr_letter,n_cr_letters_for_appno,cycle_method,cycle_type,label,text_len,SponsorName,ReviewPriority,event_dt,event_year,neg_tier,p_m14_cal_precomputed,SubmissionClassCode,second_cycle_ap,ref_date,ref_method,p_crl,p_source,risk_band,raw_p_uncalibrated,confidence_flag,_coverage,_feature_sources,p_rescore_offline,crosscheck_abs_diff
216395,NDA,216395,NDA216395,,,,,,,,,,0,,SOLUBIOMIX,STANDARD,2026-01-26,2026,A_prospective_2026,0.21825048294297658,,,2025-03-28,event_dt_minus_clock,0.21825048294297658,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.18087959,0.037370892942976575
216564,NDA,216564,NDA216564,,,,,,,,,,0,,DEPROCO,STANDARD,2026-03-19,2026,A_prospective_2026,0.243981472854955,,,2025-05-19,event_dt_minus_clock,0.243981472854955,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16052235,0.08345912285495499
216964,NDA,216964,NDA216964,,,,,,,,,,0,,MSD,STANDARD,2026-04-20,2026,A_prospective_2026,0.10052185417424579,,,2025-06-20,event_dt_minus_clock,0.10052185417424579,tier_a_precomputed_p_m14_cal,moderate,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.12796953,0.027447675825754206
217180,NDA,217180,NDA217180,,,,,,,,,,0,,INCYTE CORP,STANDARD,2026-05-01,2026,A_prospective_2026,0.01192845305723084,,,2025-07-01,event_dt_minus_clock,0.01192845305723084,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16408285,0.15215439694276917
219131,NDA,219131,NDA219131,,,,,,,,,,0,,ALMATICA,STANDARD,2026-02-27,2026,A_prospective_2026,0.18822830669835333,,,2025-04-29,event_dt_minus_clock,0.18822830669835333,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.15252381,0.03570449669835332
219164,NDA,219164,NDA219164,,,,,,,,,,0,,ASCENDIS,PRIORITY,2026-02-27,2026,A_prospective_2026,0.09699552368615971,,,2025-04-29,event_dt_minus_clock,0.09699552368615971,tier_a_precomputed_p_m14_cal,moderate,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.10624827,0.009252746313840293
219474,NDA,219474,NDA219474,,,,,,,,,,0,,ACROTECH BIOPHARMA,STANDARD,2026-02-12,2026,A_prospective_2026,0.11669271505280158,,,2025-04-14,event_dt_minus_clock,0.11669271505280158,tier_a_precomputed_p_m14_cal,moderate,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.12796953,0.011276814947198413
219622,NDA,219622,NDA219622,,,,,,,,,,0,,CHIESI FARMACEUTICI SPA,STANDARD,2026-05-14,2026,A_prospective_2026,0.16211021661664932,,,2025-07-14,event_dt_minus_clock,0.16211021661664932,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.13585554,0.02625467661664932
219804,NDA,219804,NDA219804,,,,,,,,,,0,,"LACHMAN CONSULTANT SERVICES , INC.",STANDARD,2026-05-07,2026,A_prospective_2026,0.19437208871404596,,,2025-07-07,event_dt_minus_clock,0.19437208871404596,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16594668,0.028425408714045947
219835,NDA,219835,NDA219835,,,,,,,,,,0,,ARVINAS OPERATIONS,STANDARD,2026-05-01,2026,A_prospective_2026,0.012126563128385408,,,2025-07-01,event_dt_minus_clock,0.012126563128385408,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16594668,0.1538201168716146
219873,NDA,219873,NDA219873,,,,,,,,,,0,,ETON,STANDARD,2026-02-25,2026,A_prospective_2026,0.056780990867227044,,,2025-04-27,event_dt_minus_clock,0.056780990867227044,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16408285,0.10730185913277296
219878,NDA,219878,NDA219878,,,,,,,,,,0,,ASTRAZENECA PHARMS,PRIORITY,2026-05-15,2026,A_prospective_2026,0.1259925244304564,,,2025-07-15,event_dt_minus_clock,0.1259925244304564,tier_a_precomputed_p_m14_cal,moderate,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.10624827,0.01974425443045638
220089,NDA,220089,NDA220089,,,,,,,,,,0,,APHELION,STANDARD,2026-03-06,2026,A_prospective_2026,0.243981472854955,,,2025-05-06,event_dt_minus_clock,0.243981472854955,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.21019395,0.03378752285495501
220092,NDA,220092,NDA220092,,,,,,,,,,0,,JANSSEN PRODS,STANDARD,2026-02-27,2026,A_prospective_2026,0.20672586215050545,,,2025-04-29,event_dt_minus_clock,0.20672586215050545,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.15485194,0.05187392215050546
220142,NDA,220142,NDA220142,,,,,,,,,,0,,VISUS,STANDARD,2026-01-28,2026,A_prospective_2026,0.19437208871404596,,,2025-03-30,event_dt_minus_clock,0.19437208871404596,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16594668,0.028425408714045947
220149,NDA,220149,NDA220149,,,,,,,,,,0,,JANSSEN BIOTECH,PRIORITY,2026-03-17,2026,A_prospective_2026,0.04174227871792006,,,2025-05-17,event_dt_minus_clock,0.04174227871792006,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.06980302,0.028060741282079936
220200,NDA,220200,NDA220200,,,,,,,,,,0,,AVYXA HOLDINGS,STANDARD,2026-02-13,2026,A_prospective_2026,0.17778629609983693,,,2025-04-15,event_dt_minus_clock,0.17778629609983693,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16408285,0.013703446099836925
220201,NDA,220201,NDA220201,,,,,,,,,,0,,AVYXA HOLDINGS,STANDARD,2026-02-20,2026,A_prospective_2026,0.1751848275980737,,,2025-04-22,event_dt_minus_clock,0.1751848275980737,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16408285,0.011101977598073687
220295,NDA,220295,NDA220295,,,,,,,,,,0,,GLAXOSMITHKLINE,STANDARD,2026-03-17,2026,A_prospective_2026,0.07949014211885509,,,2025-05-17,event_dt_minus_clock,0.07949014211885509,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.082648,0.003157857881144907
220320,NDA,220320,NDA220320,,,,,,,,,,0,,MAP77,STANDARD,2026-03-20,2026,A_prospective_2026,0.243981472854955,,,2025-05-20,event_dt_minus_clock,0.243981472854955,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.21019395,0.03378752285495501
220358,NDA,220358,NDA220358,,,,,,,,,,0,,VANDA PHARMS INC,STANDARD,2026-02-20,2026,A_prospective_2026,0.0033643329579987665,,,2025-04-22,event_dt_minus_clock,0.0033643329579987665,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.1314661,0.12810176704200124
220406,NDA,220406,NDA220406,,,,,,,,,,0,,AVYXA HOLDINGS,STANDARD,2026-02-03,2026,A_prospective_2026,0.18073022400358718,,,2025-04-05,event_dt_minus_clock,0.18073022400358718,tier_a_precomputed_p_m14_cal,elevated,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.16408285,0.01664737400358718
220626,NDA,220626,NDA220626,,,,,,,,,,0,,BAXTER HLTHCARE CORP,STANDARD,2026-03-30,2026,A_prospective_2026,0.0007533849358893511,,,2025-05-30,event_dt_minus_clock,0.0007533849358893511,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.08795886,0.08720547506411065
220641,NDA,220641,NDA220641,,,,,,,,,,0,,CORCEPT THERAP,STANDARD,2026-03-25,2026,A_prospective_2026,0.006720710831603202,,,2025-05-25,event_dt_minus_clock,0.006720710831603202,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.15028221,0.1435614991683968
220711,NDA,220711,NDA220711,,,,,,,,,,0,,BEONE MEDICINES USA,PRIORITY,2026-05-13,2026,A_prospective_2026,0.00471115195546515,,,2025-07-13,event_dt_minus_clock,0.00471115195546515,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.0897826,0.08507144804453486
220712,NDA,220712,NDA220712,,,,,,,,,,0,,AMNEAL PHARMS NY,STANDARD,2026-03-19,2026,A_prospective_2026,0.028927162669479877,,,2025-05-19,event_dt_minus_clock,0.028927162669479877,tier_a_precomputed_p_m14_cal,low,,,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",0.12193814,0.09301097733052012
