ApplNo,SubmissionNo,SponsorName,event_year,y,p_oof
125477,49,ELI LILLY AND CO,2025,0,0.017155726308694722
761263,5,GENENTECH INC,2024,0,0.01669336986807461
210251,18,GILEAD SCIENCES INC,2024,0,0.016560898396620276
208341,19,GILEAD SCIENCES INC,2022,0,0.016488411108553494
204370,14,ABBVIE,2025,0,0.01644704809969247
209092,19,NOVARTIS,2024,0,0.016318711186261544
206947,30,EISAI INC,2024,0,0.016227847125081154
216099,5,HANDA THERAP,2025,0,0.015832076883306404
208716,17,ELI LILLY AND CO,2024,0,0.01583112423945153
761279,2,ELI LILLY AND CO,2025,0,0.01576763256855007
761210,4,JANSSEN BIOTECH,2024,0,0.015602505484333392
213535,11,GENENTECH INC,2023,0,0.015588540589098265
761059,8,SAMSUNG BIOEPIS CO LTD,2023,0,0.01542782609263091
214697,1,ARS PHARMS OPERATION,2025,0,0.015373034971438765
761151,6,UCB INC,2024,0,0.015363987251509444
761055,51,REGENERON PHARMACEUTICALS,2023,1,0.01518396627017256
212273,12,VERTEX PHARMS INC,2024,0,0.015093267190235543
020896,50,CHEPLAPHARM,2022,0,0.015089835035078053
209940,12,MERCK SHARP DOHME,2024,0,0.015003307932485999
209939,13,MERCK SHARP DOHME,2024,0,0.014755371360271064
761345,3,PFIZER INC,2025,0,0.01468343623392163
210251,15,GILEAD SCIENCES INC,2022,0,0.014606719610714951
761145,29,JANSSEN BIOTECH,2025,0,0.014260018392997622
210563,13,PHARMACYCLICS LLC,2022,0,0.013603737624924917
213586,8,TEVA,2025,0,0.01343414971508353
204370,17,ABBVIE,2025,0,0.013312262743051256
213756,6,ASTRAZENECA,2025,0,0.0132105575497743
213082,11,PFIZER,2025,0,0.013082435070655882
214860,7,ACER,2025,0,0.012701897844277357
208464,16,GILEAD SCIENCES INC,2024,0,0.01267668643663604
215256,23,NOVO,2025,0,0.012631634198573669
761108,21,ALEXION PHARM,2022,0,0.012614914253403515
761309,1,GENENTECH INC,2025,1,0.012609099164252336
204370,16,ABBVIE,2025,0,0.012398389802996762
761059,5,SAMSUNG BIOEPIS CO LTD,2022,0,0.01230982667324516
761024,19,AMGEN INC,2024,0,0.012232931306676891
214787,26,GILEAD SCIENCES INC,2024,0,0.011977887824779286
761174,4,GLAXOSMITHKLINE,2023,0,0.011938841183290574
217660,3,VERTEX PHARMS INC,2024,0,0.011917638674391488
125276,149,GENENTECH,2025,0,0.01186940914336512
213246,9,ELI LILLY AND CO,2024,0,0.01172259021393399
207925,19,VERTEX PHARMS INC,2025,0,0.011708682844976628
020896,49,CHEPLAPHARM,2022,0,0.011671375418076932
761108,26,ALEXION PHARM,2023,0,0.011637843411655682
202806,23,NOVARTIS,2022,0,0.011593656028429879
215904,11,IMMEDICA PHARMA,2025,0,0.011592065311918448
761069,43,ASTRAZENECA UK LTD,2024,0,0.011511931555105766
125486,38,GENENTECH,2025,0,0.01147316141547323
761170,7,GENENTECH INC,2024,0,0.01144733571285133
204370,15,ABBVIE,2025,0,0.01140135066389134
215390,2,BIOXCEL,2025,0,0.011381458638308816
204630,21,PROVEPHARM SAS,2024,0,0.011163316926523125
206494,12,ABBVIE,2024,0,0.011154153092874717
216196,3,AGIOS PHARMS INC,2025,0,0.01109614410984997
761328,5,ASTRAZENECA AB,2024,0,0.011064888902150084
761232,12,BEIGENE,2025,0,0.011026588815397293
761285,1,AMGEN INC,2024,0,0.010930561207604307
215256,15,NOVO,2024,0,0.010704123653212489
204114,23,NOVARTIS,2022,0,0.010703775314841435
761262,7,ABBVIE INC,2024,0,0.010630250904356025
761069,45,ASTRAZENECA UK LTD,2024,0,0.010515372745265395
761106,10,GENENTECH INC,2024,0,0.010263877931137573
761174,3,GLAXOSMITHKLINE,2023,0,0.01025420520682236
761058,18,BOEHRINGER INGELHEIM,2023,0,0.010103725798750357
761118,9,PFIZER INC,2023,0,0.009999589614812891
211358,6,VERTEX PHARMS INC,2024,0,0.009991593403113777
125504,63,NOVARTIS PHARMS CORP,2023,0,0.009971615753334934
761232,9,BEIGENE,2025,0,0.009960164973075015
216185,1,AUCTA,2024,0,0.00992118199474533
761232,6,BEIGENE,2025,0,0.009738838657711218
206947,33,EISAI INC,2025,0,0.00962240016190288
208658,32,BOEHRINGER INGELHEIM,2025,0,0.009618673935851214
204384,19,JANSSEN THERAP,2024,0,0.009549369066723457
203188,41,VERTEX PHARMS,2025,0,0.009492740752384298
761208,7,SEAGEN,2024,0,0.009482802223773791
761232,2,BEIGENE,2025,0,0.009333099539385145
125320,213,AMGEN,2024,0,0.00927041411719375
761232,13,BEIGENE,2025,0,0.009258256158717027
761232,5,BEIGENE,2025,0,0.009247392834219928
205422,11,OTSUKA,2024,0,0.009227193239811013
761151,5,UCB INC,2024,0,0.009192868329769602
022195,10,HIKMA,2021,0,0.009147281574246642
202811,22,ABBVIE,2025,0,0.009065390821540651
761232,3,BEIGENE,2025,0,0.009023890657877866
206111,45,BOEHRINGER INGELHEIM,2025,0,0.008788728819104884
761192,10,"MEDIWOUND, LTD",2024,0,0.008652758377947621
761232,10,BEIGENE,2025,0,0.008624534704650338
210661,4,AVYXA HOLDINGS,2025,0,0.008614491096675152
020896,48,CHEPLAPHARM,2022,0,0.008454251946580641
761058,13,BOEHRINGER INGELHEIM,2023,0,0.00843159610927166
217188,8,PFIZER,2025,0,0.008325387416407695
205739,38,VIFOR PHARMA,2023,0,0.008230317854639905
213464,5,BAYER HEALTHCARE,2023,0,0.008216378145756433
209988,3,SCPHARMACEUTICALS,2025,0,0.008130046391066507
219008,2,JANSSEN BIOTECH,2025,0,0.008121690206543125
206038,18,VERTEX PHARMS INC,2024,0,0.008063172022600979
209988,1,SCPHARMACEUTICALS,2024,0,0.007908343691463397
761365,3,ASTELLAS,2025,0,0.0077268880531009485
761244,3,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,2024,0,0.0077168873781133344
761334,5,INCYTE CORP,2025,0,0.007668720592924082
213051,24,NOVO,2025,0,0.00766189060625631
761291,3,JANSSEN BIOTECH,2024,0,0.007653798430616646
216059,5,LOXO ONCOL,2025,0,0.0075764234574941915
215866,39,ELI LILLY AND CO,2025,0,0.007567889170779597
202155,39,BRISTOL MYERS SQUIBB,2025,0,0.007562606450583176
214787,19,GILEAD SCIENCES INC,2023,0,0.007487585822151753
215985,7,ARCUTIS,2024,0,0.007351538319425528
213871,1,PFIZER,2023,0,0.007332229504692619
103000,5325,ALLERGAN,2023,0,0.007324693059684329
209637,25,NOVO,2025,0,0.0073099854852016885
125118,250,BRISTOL MYERS SQUIBB,2023,0,0.007303616332060117
214096,3,EMD SERONO INC,2024,0,0.0072270166423218166
125427,121,GENENTECH,2025,0,0.007076259361281848
761210,9,JANSSEN BIOTECH,2025,0,0.007072884352171591
213217,11,BEONE MEDICINES USA,2024,0,0.007042208272109351
209819,31,INDIVIOR,2025,0,0.006915576637157978
202971,18,OTSUKA PHARM CO LTD,2025,0,0.006854189258744422
022348,24,CUMBERLAND PHARMS,2023,0,0.006850498481678705
761304,8,ARGENX BV,2025,0,0.006750775853887051
214662,5,MIRUM,2024,0,0.006629820579669137
761269,5,EISAI INC,2025,0,0.00658705080277064
761328,12,ASTRAZENECA AB,2025,0,0.006454142037371846
209115,14,PHARMAAND,2025,0,0.006442217871550119
021137,3,GENUS LIFESCIENCES,2021,0,0.006331830198804325
202714,36,ONYX PHARMS AMGEN,2025,0,0.00627450451944825
202806,19,NOVARTIS,2022,0,0.00624470303111467
205879,23,JANSSEN PHARMS,2024,0,0.006165092843292734
125319,107,NOVARTIS PHARMS,2023,0,0.0061218963573044655
217242,5,ARCUTIS,2025,0,0.006110652597975316
210134,4,AMPHASTAR PHARMS INC,2025,0,0.005940489575126501
214846,7,SUMITOMO PHARMA AM,2024,0,0.005790208839850443
204114,19,NOVARTIS,2022,0,0.005721022049510689
203214,39,PF PRISM CV,2025,0,0.005700513558324959
204410,29,ACTELION,2025,0,0.0056791081121231905
212320,19,SHIELD TX,2025,0,0.005625786821688049
021038,28,HOSPIRA,2022,0,0.005562912882679856
210867,6,MDGH,2025,0,0.0055323645388976935
761142,4,VIELA BIO,2025,0,0.00552885402322022
020896,47,CHEPLAPHARM,2022,0,0.005528069777980695
211616,12,ESPERION THERAPS INC,2024,0,0.00552500705134939
213217,7,BEONE MEDICINES USA,2023,0,0.005497069718786234
212887,1,VIIV HLTHCARE,2022,0,0.0054967025596295875
214998,10,BRISTOL,2025,0,0.005393660816173125
211675,3,ABBVIE,2022,0,0.005391276058554749
761112,18,ABLYNX NV,2025,0,0.005282439200007858
211616,13,ESPERION THERAPS INC,2024,0,0.005265715972235975
214938,2,BIOMARIN PHARM,2023,0,0.005160154331619216
208026,24,BOEHRINGER INGELHEIM,2023,0,0.005160036706574634
214846,2,SUMITOMO PHARMA AM,2022,0,0.005127680305641279
211810,8,DAIICHI SANKYO INC,2022,0,0.0051152632445208655
210238,10,AKARX INC,2025,0,0.005086456817051025
210861,4,BAYER HLTHCARE,2021,0,0.005067182660449509
761024,21,AMGEN INC,2025,0,0.005006621447359573
204447,26,TAKEDA PHARMS USA,2023,0,0.004996413511907001
103792,5354,GENENTECH,2024,0,0.004932452894092777
761180,6,LEO PHARMA AS,2024,0,0.004906023781412885
212862,8,MYLAN IRELAND LTD,2024,0,0.004878591451910382
208658,26,BOEHRINGER INGELHEIM,2023,0,0.0048758567007632665
217006,1,OTSUKA,2025,0,0.00485196372398781
205551,31,VIIV HLTHCARE,2023,0,0.004828729609399876
125514,95,MERCK SHARP DOHME,2022,0,0.0048200213236409785
202022,22,JANSSEN PRODS,2024,0,0.004805590770156877
020899,25,GE HEALTHCARE,2025,0,0.004730228274338317
761024,23,AMGEN INC,2025,0,0.004703449887908868
209500,16,INTRA-CELLULAR,2025,0,0.004690745302638962
211988,13,HERON THERAPS INC,2024,0,0.004674692937872206
204353,46,JANSSEN PHARMS,2024,0,0.0045986063565275044
761037,15,SANOFI SYNTHELABO,2024,0,0.0045725282268184
021343,48,TOLMAR,2023,0,0.004427297220388807
201281,35,BOEHRINGER INGELHEIM,2023,0,0.004334119523280278
125360,99,MERZ PHARMS,2024,0,0.004264022393094819
201280,27,BOEHRINGER INGELHEIM,2023,0,0.004220972655070832
204042,43,JANSSEN PHARMS,2024,0,0.004217661362427074
022225,14,MSD SUB MERCK,2024,0,0.004202870344075724
103000,5331,ALLERGAN,2024,0,0.004165566077107872
202022,20,JANSSEN PRODS,2024,0,0.004158388328002174
203469,35,TAKEDA PHARMS USA,2022,0,0.0040620799388039
021845,25,VIATRIS,2023,0,0.004058486211655502
215341,1,BAYER HLTHCARE,2022,0,0.0040556751583235105
211616,24,ESPERION THERAPS INC,2025,0,0.004011049423926934
211617,29,ESPERION THERAPS INC,2025,0,0.0039994052110163625
212099,8,BAYER HEALTHCARE,2025,0,0.003966707232231214
208081,28,BIOFRONTERA,2024,0,0.003939712580226224
209092,13,NOVARTIS,2022,0,0.003934814541239064
207223,3,BIOCODEX SA,2022,0,0.003932913280272096
202324,14,PF PRISM CV,2022,0,0.003923755988230358
211617,17,ESPERION THERAPS INC,2024,0,0.00388093259362928
212801,4,RECORDATI RARE,2025,0,0.003877438068651434
208692,17,EXELIXIS INC,2025,0,0.0038767033085425387
215395,7,INVAGEN PHARMS,2024,0,0.0038425192768621846
208647,10,SUN PHARM,2023,0,0.003828466027359663
022207,5,HIKMA,2021,0,0.003825772231278947
209817,10,PARATEK PHARMS,2021,0,0.003788852446635149
214410,6,GENENTECH INC,2024,0,0.003788782634083831
208700,31,AAA USA INC,2024,0,0.0037773289975077838
125320,219,AMGEN,2025,0,0.0037733514574759606
019414,34,BRACCO,2024,0,0.0037122187687010978
211150,5,HARMONY,2024,0,0.003685093674441306
209935,21,NOVARTIS,2022,0,0.0036819243163261142
207131,10,BAXTER HLTHCARE CORP,2024,0,0.003637490677257332
022306,8,ALTATHERA PHARMS LLC,2025,0,0.003625896793464822
207695,12,ANACOR PHARMS INC,2023,0,0.003510874013265678
200678,28,ASTRAZENECA AB,2024,0,0.003447447862563544
213189,5,ALMIRALL,2024,0,0.0034277918217069285
213051,20,NOVO,2024,0,0.0034114358394759705
208647,11,SUN PHARM,2023,0,0.0033699851170184763
213645,1,BAXTER HLTHCARE CORP,2023,0,0.0033677448142385154
208078,12,CATALYST PHARMS,2024,0,0.0033554564855526278
022350,26,ASTRAZENECA AB,2024,0,0.0033426890339581777
209531,16,BIOGEN IDEC,2025,0,0.0033033349140261393
212888,2,VIIV HLTHCARE,2022,0,0.0032849982422561586
206229,13,MEDICINES360,2023,0,0.0032349809604975046
211675,15,ABBVIE,2023,0,0.0032324630288303098
215272,2,ORGANON LLC,2024,0,0.003170857881696972
022580,21,VIVUS LLC,2022,0,0.003170680305764556
761089,31,TEVA PHARMS USA,2025,0,0.0031608430136541763
210496,14,ARRAY BIOPHARMA INC,2023,0,0.003160245349346563
212690,6,JAZZ,2021,0,0.003136490894976759
125388,108,SEATTLE GENETICS,2025,0,0.003133507426861441
208647,7,SUN PHARM,2023,0,0.003099678252688718
203565,20,AM REGENT,2023,0,0.003062559132071754
212801,3,RECORDATI RARE,2025,0,0.0030544480189996005
020896,46,CHEPLAPHARM,2022,0,0.0030299512159065326
200535,17,GENUS LIFESCIENCES,2021,0,0.003019720013262544
216109,3,HIKMA,2024,0,0.003005690063861183
202992,13,SANOFI AVENTIS US,2021,0,0.0029963558460477757
212608,6,BLUEPRINT MEDICINES,2021,0,0.0029931545328930075
208647,8,SUN PHARM,2023,0,0.002948455509730488
208647,9,SUN PHARM,2023,0,0.0028664703237016257
212516,2,SUN PHARM,2021,0,0.0028654014219319317
022137,15,CAPLIN ONE LABS,2024,0,0.0028526504505506423
215206,4,ABBVIE,2023,0,0.0028484945235626594
213137,6,GLOBAL BLOOD THERAPS,2021,0,0.0028273428687078275
212097,12,XERIS,2024,0,0.0027993407709209325
022496,44,PACIRA PHARMS INC,2023,0,0.00269183441408863
208944,4,SUPERNUS PHARMS,2021,0,0.0026300032073276027
211617,16,ESPERION THERAPS INC,2024,0,0.002587100199394297
209401,6,JAZZ PHARMS THERAP,2021,0,0.0025798839936925252
214028,2,ABBVIE,2023,0,0.0025401859052311235
020517,43,ABBVIE ENDOCRINE INC,2022,0,0.0025282394750745247
020438,8,CHEPLAPHARM,2023,0,0.002524737290183711
208716,11,ELI LILLY AND CO,2023,0,0.0024737092383238595
210498,9,ARRAY BIOPHARMA INC,2023,0,0.002424647246622676
208716,10,ELI LILLY AND CO,2023,0,0.002363139432168132
205422,7,OTSUKA,2021,0,0.0023519758026862058
213006,11,SUMITOMO PHARMA AM,2024,0,0.002348096870786636
203565,14,AM REGENT,2021,0,0.0023262546744926317
207793,16,IPSEN,2024,0,0.0023164454157286905
761061,28,JANSSEN BIOTECH,2025,0,0.0022571421644508394
215256,7,NOVO,2023,0,0.0022264220799029432
050723,51,ROCHE PALO,2022,0,0.002204389811370333
021137,4,GENUS LIFESCIENCES,2021,0,0.002199879479358884
209940,10,MERCK SHARP DOHME,2023,0,0.002199383082285248
209939,11,MERCK SHARP DOHME,2023,0,0.0021895718261826205
208798,8,TEVA PHARM,2021,0,0.0021675412282710026
022387,17,UNITED THERAP,2021,0,0.002156275759628861
022277,19,MERCK SHARP DOHME,2023,0,0.002101771608030131
209500,6,INTRA-CELLULAR,2021,0,0.00209585919548117
209022,19,PARATEK PHARMS,2024,0,0.002088580055747536
212728,9,PFIZER,2022,0,0.0020875288305009488
125289,157,CENTOCOR ORTHO BIOTECH INC,2025,0,0.002067129959334743
206426,7,BIOCRYST,2021,0,0.0020584657462230714
206947,21,EISAI INC,2021,0,0.0020538639306206885
204384,20,JANSSEN THERAP,2025,0,0.002050283755448661
021379,50,TOLMAR,2023,0,0.0020494621710336228
208742,7,OCULAR THERAPEUTIX,2021,0,0.0019794302114253554
204629,40,BOEHRINGER INGELHEIM,2023,0,0.0019669457967837786
022277,18,MERCK SHARP DOHME,2023,0,0.0019149649935640155
125514,110,MERCK SHARP DOHME,2022,0,0.00184944188951839
020263,53,ABBVIE ENDOCRINE INC,2023,0,0.0018027800800115533
214907,2,ON TARGET LABS,2022,0,0.0017947214003682936
205437,14,AMGEN INC,2025,0,0.0017580703933311272
021029,38,MERCK SHARP DOHME,2023,0,0.0017563669725692227
203794,13,COLLEGIUM PHARM INC,2024,0,0.0017245957988281679
021365,39,ABBVIE,2023,0,0.0016685889585296063
209949,7,HIKMA,2021,0,0.0016578797288288162
021323,55,ABBVIE,2023,0,0.0016512845780392118
213793,1,RHYTHM,2022,0,0.0016450645574949897
022277,17,MERCK SHARP DOHME,2023,0,0.0016379651415392934
021029,37,MERCK SHARP DOHME,2023,0,0.0016000314859345235
022255,32,UCB INC,2023,0,0.001571642600995224
208658,21,BOEHRINGER INGELHEIM,2023,0,0.001560858117090419
021488,45,TOLMAR,2023,0,0.0015537162279965848
011525,39,RENEW PHARMS,2024,0,0.001527053756331794
018735,75,BRACCO,2025,0,0.001513618348425471
022254,40,UCB INC,2023,0,0.0015076998853422263
022253,50,UCB INC,2023,0,0.0014987724536582897
202570,36,PF PRISM CV,2023,0,0.0014621324209903655
206111,33,BOEHRINGER INGELHEIM,2023,0,0.001460621295444667
021731,47,TOLMAR,2023,0,0.0014057533106642316
761036,41,JANSSEN BIOTECH,2022,0,0.0013864546692328914
021029,36,MERCK SHARP DOHME,2023,0,0.0013683684865361367
021225,42,BAYER HLTHCARE,2021,0,0.0013409213820226216
206829,12,CUBIST PHARMS LLC,2022,0,0.001227424561471244
761164,3,"RECORDATI RARE DISEASES, INC.",2023,0,0.0012103363296812875
021539,19,CUMBERLAND PHARMS,2024,0,0.0012079874887063998
020896,45,CHEPLAPHARM,2022,0,0.001163004768185818
211371,7,SAGE THERAP,2022,0,0.001161144014515852
017558,68,HIKMA,2025,0,0.0011537862150278577
125084,277,IMCLONE,2021,0,0.001147184661040815
211192,9,SERVIER,2022,0,0.0011446766049845918
209115,11,PHARMAAND,2022,0,0.0011016599866420257
200533,29,COLLEGIUM PHARM INC,2024,0,0.0011001562846127215
021425,36,BAYER HLTHCARE,2023,0,0.0010915204015808674
020220,54,BAYER HLTHCARE,2023,0,0.0010141246855855052
125293,104,HORIZON PHARMA,2022,0,0.0009914016478334215
125514,161,MERCK SHARP DOHME,2024,0,0.0009422169527904038
125514,155,MERCK SHARP DOHME,2024,0,0.0008901478329825525
211964,3,SUPERNUS PHARMS,2022,0,0.0008637340316782445
125521,23,ELI LILLY AND CO,2022,0,0.0007876115681966487
761136,9,CELGENE CORP,2023,0,0.0007846026823137164
213674,6,ASTELLAS,2022,0,0.0007046369531207005
022192,23,VANDA PHARMS INC,2024,0,0.0006436796913121103
761467,1,MERCK SHARP DOHME,2025,0,0.0005581146865753663
761069,33,ASTRAZENECA UK LTD,2022,0,0.0005577832321821553
208030,5,CHIESI,2021,0,0.0005402063699504786
125554,106,BRISTOL MYERS SQUIBB,2022,0,0.0005248907632855314
125514,152,MERCK SHARP DOHME,2023,0,0.0005080790115145973
050758,49,ROCHE PALO,2022,0,0.0005065906777505238
125554,105,BRISTOL MYERS SQUIBB,2022,0,0.0004980570998445815
125370,78,HUMAN GENOME SCIENCES INC.,2022,0,0.0004922971022947345
211988,5,HERON THERAPS INC,2021,0,0.0004921391986322351
761039,14,COHERUS BIOSCIENCES INC,2022,0,0.00047640811941706337
761154,2,MYLAN PHARMS INC,2022,0,0.00046539141731751236
213983,2,VIIV HLTHCARE,2021,0,0.0004481593133008941
125554,108,BRISTOL MYERS SQUIBB,2022,0,0.00044486527510750586
204790,28,VIIV HLTHCARE,2021,0,0.00042317074647734907
050723,49,ROCHE PALO,2022,0,0.0004203652566817031
125514,188,MERCK SHARP DOHME,2025,0,0.00041656806947142067
125514,182,MERCK SHARP DOHME,2025,0,0.00039392015706885843
206829,11,CUBIST PHARMS LLC,2022,0,0.0003872427875289941
212950,2,VIIV HLTHCARE,2022,0,0.0003856631997475266
761269,1,EISAI INC,2023,0,0.0003784983239362224
210192,11,VIIV HLTHCARE,2021,0,0.00035285978864589145
211962,9,HIKMA,2021,0,0.00034540927083709583
022225,7,MSD SUB MERCK,2021,0,0.000333878124447415
211810,9,DAIICHI SANKYO INC,2022,0,0.00031593619741173963
125554,132,BRISTOL MYERS SQUIBB,2025,0,0.000304920560854283
209803,4,MSD SUB MERCK,2021,0,0.00029007203837202035
212269,1,CHIESI,2021,0,0.00028379821044708764
216059,1,LOXO ONCOL,2023,0,0.0002811801587534248
125514,151,MERCK SHARP DOHME,2023,0,0.00027915460561299117
761037,13,SANOFI SYNTHELABO,2023,0,0.00027845740315384404
761235,3,GENENTECH INC,2023,0,0.0002700704352954306
218160,2,ELI LILLY AND CO,2024,0,0.000266243283126443
125261,161,CENTOCOR ORTHO BIOTECH INC,2022,0,0.00026225012674483485
761137,25,ASTELLAS,2023,0,0.00025185674437223194
212099,2,BAYER HEALTHCARE,2022,0,0.0002406303881634363
213591,4,NOVARTIS PHARM,2022,0,0.00023979055227852376
209805,8,MSD SUB MERCK,2021,0,0.0002346991006713164
011719,131,HOSPIRA,2021,0,0.00023237649381911967
022496,35,PACIRA PHARMS INC,2021,0,0.0002311323930400817
125554,119,BRISTOL MYERS SQUIBB,2023,0,0.00022314754245821288
125554,118,BRISTOL MYERS SQUIBB,2023,0,0.00022082397112503172
125554,117,BRISTOL MYERS SQUIBB,2023,0,0.00021848481275932923
215498,3,IPSEN,2023,0,0.0002183739188708755
125554,133,BRISTOL MYERS SQUIBB,2025,0,0.00021560599950637868
213246,13,ELI LILLY AND CO,2024,0,0.00021468375771616804
022225,8,MSD SUB MERCK,2021,0,0.00020955455518003094
022433,34,ASTRAZENECA,2022,0,0.00019927718011021655
207620,18,NOVARTIS PHARMS CORP,2021,0,0.00019823201261186683
209806,6,MSD SUB MERCK,2021,0,0.00019390026214348614
213411,4,SEAGEN,2023,0,0.00019368756702662038
208462,12,TAKEDA PHARMS USA,2022,0,0.00019219883247554727
761034,50,GENENTECH INC,2022,0,0.00019186477598429175
761115,35,IMMUNOMEDICS INC,2023,0,0.00018845367600263884
125514,136,MERCK SHARP DOHME,2023,0,0.0001882218892070641
050759,56,ROCHE PALO,2022,0,0.0001858490587165932
761121,8,GENENTECH,2023,0,0.00018048250348884565
125377,135,BRISTOL MYERS SQUIBB,2025,0,0.0001762584993376399
204275,22,GLAXO GRP LTD,2023,0,0.0001706253438115446
209191,3,HOSPIRA,2022,0,0.00017003704398071596
203565,16,AM REGENT,2021,0,0.00017001860228304863
020896,44,CHEPLAPHARM,2022,0,0.00016793590837018094
203794,10,COLLEGIUM PHARM INC,2023,0,0.0001668111737749162
218276,4,NOVARTIS,2025,0,0.00016652185204540956
205649,17,ASTRAZENECA AB,2022,0,0.00015169726089311948
205004,3,FRESENIUS KABI USA,2021,0,0.00014613121971212358
125377,129,BRISTOL MYERS SQUIBB,2023,0,0.0001444649781962827
020505,62,JANSSEN PHARMS,2022,0,0.00014010336032824967
207131,6,BAXTER HLTHCARE CORP,2021,0,0.0001380768115324839
761137,24,ASTELLAS,2023,0,0.00013219781223091447
125377,136,BRISTOL MYERS SQUIBB,2025,0,0.00012890680068778146
202515,25,HOSPIRA INC,2021,0,0.00012633625171271334
761181,1,REGENERON PHARMACEUTICALS,2023,0,0.00012261033225765162
201532,23,EISAI INC,2022,0,0.00012045068755548503
020844,53,JANSSEN PHARMS,2022,0,0.00012024922008650107
021673,27,GENZYME,2022,0,0.00011998878497918729
